name,comments,จำนวนคำ,ยอดไลค์,จำนวนการตอบกลับ,token,token_2g,token_3g,defind_cancer_with_nlp,defind_Genden_with_nlp,defind_Genden_with_python,defind_exp_with_python,beha,Treatment,label,symptoms_colcan_en,No symptoms identified,anxiety,fat,stress,week
fillname_38,"I’m postpartum now but definitely don’t cancel your shower. I had mine and my dietician said one day of whatever I wanted was fine, specifically at a baby shower. I ate what I wanted but also made sure to eat a lot of protein/cheese and I was completely fine. My mom also made some keto cheesecake bites and I ate a lot of those and actually had great numbers.",48,0,0,"['start', 'i', '’', 'postpartum', 'definitely', '’', 'cancel', 'shower', 'i', 'mine', 'dietician', 'said', 'one', 'day', 'whatever', 'i', 'wanted', 'fine', 'specifically', 'baby', 'shower', 'i', 'ate', 'i', 'wanted', 'also', 'made', 'sure', 'eat', 'lot', 'proteincheese', 'i', 'completely', 'fine', 'my', 'mom', 'also', 'made', 'keto', 'cheesecake', 'bites', 'i', 'ate', 'lot', 'actually', 'great', 'numbers', 'end']","['start i', 'i ’', '’ postpartum', 'postpartum definitely', 'definitely ’', '’ cancel', 'cancel shower', 'shower i', 'i mine', 'mine dietician', 'dietician said', 'said one', 'one day', 'day whatever', 'whatever i', 'i wanted', 'wanted fine', 'fine specifically', 'specifically baby', 'baby shower', 'shower i', 'i ate', 'ate i', 'i wanted', 'wanted also', 'also made', 'made sure', 'sure eat', 'eat lot', 'lot proteincheese', 'proteincheese i', 'i completely', 'completely fine', 'fine my', 'my mom', 'mom also', 'also made', 'made keto', 'keto cheesecake', 'cheesecake bites', 'bites i', 'i ate', 'ate lot', 'lot actually', 'actually great', 'great numbers', 'numbers end']","['start i ’', 'i ’ postpartum', '’ postpartum definitely', 'postpartum definitely ’', 'definitely ’ cancel', '’ cancel shower', 'cancel shower i', 'shower i mine', 'i mine dietician', 'mine dietician said', 'dietician said one', 'said one day', 'one day whatever', 'day whatever i', 'whatever i wanted', 'i wanted fine', 'wanted fine specifically', 'fine specifically baby', 'specifically baby shower', 'baby shower i', 'shower i ate', 'i ate i', 'ate i wanted', 'i wanted also', 'wanted also made', 'also made sure', 'made sure eat', 'sure eat lot', 'eat lot proteincheese', 'lot proteincheese i', 'proteincheese i completely', 'i completely fine', 'completely fine my', 'fine my mom', 'my mom also', 'mom also made', 'also made keto', 'made keto cheesecake', 'keto cheesecake bites', 'cheesecake bites i', 'bites i ate', 'i ate lot', 'ate lot actually', 'lot actually great', 'actually great numbers', 'great numbers end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_39,I got diagnosed with similar numbers to you right before my shower which was also 6 hours away. My consultants told me to enjoy my shower and eat what I wanted- if you're generally controlling your numbers one spike isn't going to do much. You'll also be able to eat more than you think right now if you balance it with protein and veggies! Allow yourself to be celebrated. You deserve it!,43,0,0,"['start', 'i', 'got', 'diagnosed', 'similar', 'numbers', 'right', 'shower', 'also', '6', 'hours', 'away', 'my', 'consultants', 'told', 'enjoy', 'shower', 'eat', 'i', 'wanted', 'youre', 'generally', 'controlling', 'numbers', 'one', 'spike', 'isnt', 'going', 'much', 'youll', 'also', 'able', 'eat', 'think', 'right', 'balance', 'protein', 'veggies', 'allow', 'celebrated', 'you', 'deserve', 'end']","['start i', 'i got', 'got diagnosed', 'diagnosed similar', 'similar numbers', 'numbers right', 'right shower', 'shower also', 'also 6', '6 hours', 'hours away', 'away my', 'my consultants', 'consultants told', 'told enjoy', 'enjoy shower', 'shower eat', 'eat i', 'i wanted', 'wanted youre', 'youre generally', 'generally controlling', 'controlling numbers', 'numbers one', 'one spike', 'spike isnt', 'isnt going', 'going much', 'much youll', 'youll also', 'also able', 'able eat', 'eat think', 'think right', 'right balance', 'balance protein', 'protein veggies', 'veggies allow', 'allow celebrated', 'celebrated you', 'you deserve', 'deserve end']","['start i got', 'i got diagnosed', 'got diagnosed similar', 'diagnosed similar numbers', 'similar numbers right', 'numbers right shower', 'right shower also', 'shower also 6', 'also 6 hours', '6 hours away', 'hours away my', 'away my consultants', 'my consultants told', 'consultants told enjoy', 'told enjoy shower', 'enjoy shower eat', 'shower eat i', 'eat i wanted', 'i wanted youre', 'wanted youre generally', 'youre generally controlling', 'generally controlling numbers', 'controlling numbers one', 'numbers one spike', 'one spike isnt', 'spike isnt going', 'isnt going much', 'going much youll', 'much youll also', 'youll also able', 'also able eat', 'able eat think', 'eat think right', 'think right balance', 'right balance protein', 'balance protein veggies', 'protein veggies allow', 'veggies allow celebrated', 'allow celebrated you', 'celebrated you deserve', 'you deserve end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_4,"Here are some GD friendly things you can serve: - cheese board / charcuterie board - mezze board: tzatiki, hummus, cucumbers, pita chips (within reason) - giant caesar / greek salad - bbq --> just eat the meats and measure out sides (1/2 cup of mac and cheese or whatever carb side there is works for me usually) - homemade cake, less processed / might not spike as bad - Pepperoni Pizza (I could do 1 thin slices w/ a protein shake) For my baby shower, my work catered greek food (gyro, rice, tzatiki, salad). I measured out my rice and was fine at my 1 hour. I did indulge in cake , but a coworker made it and used whipped frosting instead of buttercream and although I did spike at 1 hour, I was fine at 2 hour",91,0,0,"['start', 'here', 'gd', 'friendly', 'things', 'serve', 'cheese', 'board', 'charcuterie', 'board', 'mezze', 'board', 'tzatiki', 'hummus', 'cucumbers', 'pita', 'chips', 'within', 'reason', 'giant', 'caesar', 'greek', 'salad', 'bbq', 'eat', 'meats', 'measure', 'sides', '12', 'cup', 'mac', 'cheese', 'whatever', 'carb', 'side', 'works', 'usually', 'homemade', 'cake', 'less', 'processed', 'might', 'spike', 'bad', 'pepperoni', 'pizza', 'i', 'could', '1', 'thin', 'slices', 'w', 'protein', 'shake', 'for', 'baby', 'shower', 'work', 'catered', 'greek', 'food', 'gyro', 'rice', 'tzatiki', 'salad', 'i', 'measured', 'rice', 'fine', '1', 'hour', 'i', 'indulge', 'cake', 'coworker', 'made', 'used', 'whipped', 'frosting', 'instead', 'buttercream', 'although', 'i', 'spike', '1', 'hour', 'i', 'fine', '2', 'hour', 'end']","['start here', 'here gd', 'gd friendly', 'friendly things', 'things serve', 'serve cheese', 'cheese board', 'board charcuterie', 'charcuterie board', 'board mezze', 'mezze board', 'board tzatiki', 'tzatiki hummus', 'hummus cucumbers', 'cucumbers pita', 'pita chips', 'chips within', 'within reason', 'reason giant', 'giant caesar', 'caesar greek', 'greek salad', 'salad bbq', 'bbq eat', 'eat meats', 'meats measure', 'measure sides', 'sides 12', '12 cup', 'cup mac', 'mac cheese', 'cheese whatever', 'whatever carb', 'carb side', 'side works', 'works usually', 'usually homemade', 'homemade cake', 'cake less', 'less processed', 'processed might', 'might spike', 'spike bad', 'bad pepperoni', 'pepperoni pizza', 'pizza i', 'i could', 'could 1', '1 thin', 'thin slices', 'slices w', 'w protein', 'protein shake', 'shake for', 'for baby', 'baby shower', 'shower work', 'work catered', 'catered greek', 'greek food', 'food gyro', 'gyro rice', 'rice tzatiki', 'tzatiki salad', 'salad i', 'i measured', 'measured rice', 'rice fine', 'fine 1', '1 hour', 'hour i', 'i indulge', 'indulge cake', 'cake coworker', 'coworker made', 'made used', 'used whipped', 'whipped frosting', 'frosting instead', 'instead buttercream', 'buttercream although', 'although i', 'i spike', 'spike 1', '1 hour', 'hour i', 'i fine', 'fine 2', '2 hour', 'hour end']","['start here gd', 'here gd friendly', 'gd friendly things', 'friendly things serve', 'things serve cheese', 'serve cheese board', 'cheese board charcuterie', 'board charcuterie board', 'charcuterie board mezze', 'board mezze board', 'mezze board tzatiki', 'board tzatiki hummus', 'tzatiki hummus cucumbers', 'hummus cucumbers pita', 'cucumbers pita chips', 'pita chips within', 'chips within reason', 'within reason giant', 'reason giant caesar', 'giant caesar greek', 'caesar greek salad', 'greek salad bbq', 'salad bbq eat', 'bbq eat meats', 'eat meats measure', 'meats measure sides', 'measure sides 12', 'sides 12 cup', '12 cup mac', 'cup mac cheese', 'mac cheese whatever', 'cheese whatever carb', 'whatever carb side', 'carb side works', 'side works usually', 'works usually homemade', 'usually homemade cake', 'homemade cake less', 'cake less processed', 'less processed might', 'processed might spike', 'might spike bad', 'spike bad pepperoni', 'bad pepperoni pizza', 'pepperoni pizza i', 'pizza i could', 'i could 1', 'could 1 thin', '1 thin slices', 'thin slices w', 'slices w protein', 'w protein shake', 'protein shake for', 'shake for baby', 'for baby shower', 'baby shower work', 'shower work catered', 'work catered greek', 'catered greek food', 'greek food gyro', 'food gyro rice', 'gyro rice tzatiki', 'rice tzatiki salad', 'tzatiki salad i', 'salad i measured', 'i measured rice', 'measured rice fine', 'rice fine 1', 'fine 1 hour', '1 hour i', 'hour i indulge', 'i indulge cake', 'indulge cake coworker', 'cake coworker made', 'coworker made used', 'made used whipped', 'used whipped frosting', 'whipped frosting instead', 'frosting instead buttercream', 'instead buttercream although', 'buttercream although i', 'although i spike', 'i spike 1', 'spike 1 hour', '1 hour i', 'hour i fine', 'i fine 2', 'fine 2 hour', '2 hour end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_40,"Some fast food options for the road that worked well for me: Noodles and co (lower carb options especially, but I could do the pad Thai small) Burger (skip the fries) Salad places Pizza (don't have too much but it's a surprisingly balanced food)",31,0,0,"['start', 'some', 'fast', 'food', 'options', 'road', 'worked', 'well', 'noodles', 'co', 'lower', 'carb', 'options', 'especially', 'i', 'could', 'pad', 'thai', 'small', 'burger', 'skip', 'fries', 'salad', 'places', 'pizza', 'dont', 'much', 'surprisingly', 'balanced', 'food', 'end']","['start some', 'some fast', 'fast food', 'food options', 'options road', 'road worked', 'worked well', 'well noodles', 'noodles co', 'co lower', 'lower carb', 'carb options', 'options especially', 'especially i', 'i could', 'could pad', 'pad thai', 'thai small', 'small burger', 'burger skip', 'skip fries', 'fries salad', 'salad places', 'places pizza', 'pizza dont', 'dont much', 'much surprisingly', 'surprisingly balanced', 'balanced food', 'food end']","['start some fast', 'some fast food', 'fast food options', 'food options road', 'options road worked', 'road worked well', 'worked well noodles', 'well noodles co', 'noodles co lower', 'co lower carb', 'lower carb options', 'carb options especially', 'options especially i', 'especially i could', 'i could pad', 'could pad thai', 'pad thai small', 'thai small burger', 'small burger skip', 'burger skip fries', 'skip fries salad', 'fries salad places', 'salad places pizza', 'places pizza dont', 'pizza dont much', 'dont much surprisingly', 'much surprisingly balanced', 'surprisingly balanced food', 'balanced food end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_41,"I remember I cried for three days straight when I was diagnosed. I was definitely dramatic, but it is really stressful and surprising when it happens to you after you didn’t think it would. I also blame it on the hormones lol. That being said I highly recommend going to your baby shower. Mine was one of the happiest days of my life. It’s really special to be surrounded by so many people who are supporting you and excited about this life you’re bringing into the world. Honestly, you’re going to be so wrapped up and talking to people and opening gifts that you may not even have time to eat. So pack some snacks that you know you can eat and just save them for the ride home.",72,0,0,"['start', 'i', 'remember', 'i', 'cried', 'three', 'days', 'straight', 'i', 'diagnosed', 'i', 'definitely', 'dramatic', 'really', 'stressful', 'surprising', 'happens', '’', 'think', 'would', 'i', 'also', 'blame', 'hormones', 'lol', 'that', 'said', 'i', 'highly', 'recommend', 'going', 'baby', 'shower', 'mine', 'one', 'happiest', 'days', 'life', 'it', '’', 'really', 'special', 'surrounded', 'many', 'people', 'supporting', 'excited', 'life', '’', 'bringing', 'world', 'honestly', '’', 'going', 'wrapped', 'talking', 'people', 'opening', 'gifts', 'may', 'even', 'time', 'eat', 'so', 'pack', 'snacks', 'know', 'eat', 'save', 'ride', 'home', 'end']","['start i', 'i remember', 'remember i', 'i cried', 'cried three', 'three days', 'days straight', 'straight i', 'i diagnosed', 'diagnosed i', 'i definitely', 'definitely dramatic', 'dramatic really', 'really stressful', 'stressful surprising', 'surprising happens', 'happens ’', '’ think', 'think would', 'would i', 'i also', 'also blame', 'blame hormones', 'hormones lol', 'lol that', 'that said', 'said i', 'i highly', 'highly recommend', 'recommend going', 'going baby', 'baby shower', 'shower mine', 'mine one', 'one happiest', 'happiest days', 'days life', 'life it', 'it ’', '’ really', 'really special', 'special surrounded', 'surrounded many', 'many people', 'people supporting', 'supporting excited', 'excited life', 'life ’', '’ bringing', 'bringing world', 'world honestly', 'honestly ’', '’ going', 'going wrapped', 'wrapped talking', 'talking people', 'people opening', 'opening gifts', 'gifts may', 'may even', 'even time', 'time eat', 'eat so', 'so pack', 'pack snacks', 'snacks know', 'know eat', 'eat save', 'save ride', 'ride home', 'home end']","['start i remember', 'i remember i', 'remember i cried', 'i cried three', 'cried three days', 'three days straight', 'days straight i', 'straight i diagnosed', 'i diagnosed i', 'diagnosed i definitely', 'i definitely dramatic', 'definitely dramatic really', 'dramatic really stressful', 'really stressful surprising', 'stressful surprising happens', 'surprising happens ’', 'happens ’ think', '’ think would', 'think would i', 'would i also', 'i also blame', 'also blame hormones', 'blame hormones lol', 'hormones lol that', 'lol that said', 'that said i', 'said i highly', 'i highly recommend', 'highly recommend going', 'recommend going baby', 'going baby shower', 'baby shower mine', 'shower mine one', 'mine one happiest', 'one happiest days', 'happiest days life', 'days life it', 'life it ’', 'it ’ really', '’ really special', 'really special surrounded', 'special surrounded many', 'surrounded many people', 'many people supporting', 'people supporting excited', 'supporting excited life', 'excited life ’', 'life ’ bringing', '’ bringing world', 'bringing world honestly', 'world honestly ’', 'honestly ’ going', '’ going wrapped', 'going wrapped talking', 'wrapped talking people', 'talking people opening', 'people opening gifts', 'opening gifts may', 'gifts may even', 'may even time', 'even time eat', 'time eat so', 'eat so pack', 'so pack snacks', 'pack snacks know', 'snacks know eat', 'know eat save', 'eat save ride', 'save ride home', 'ride home end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['stress'],0,0,0,1,0
fillname_42,"I got on a plane and took a pre-scheduled trip to the mountains three days after my diagnosis. I was so stressed about it, but it was fine. Don’t cancel your shower! Worst case scenario- just bring some safe foods. Or plan on there being some elevated numbers that day. It’s going to be ok ❤️",35,0,0,"['start', 'i', 'got', 'plane', 'took', 'prescheduled', 'trip', 'mountains', 'three', 'days', 'diagnosis', 'i', 'stressed', 'fine', 'don', '’', 'cancel', 'shower', 'worst', 'case', 'scenario', 'bring', 'safe', 'foods', 'or', 'plan', 'elevated', 'numbers', 'day', 'it', '’', 'going', 'ok', '❤️', 'end']","['start i', 'i got', 'got plane', 'plane took', 'took prescheduled', 'prescheduled trip', 'trip mountains', 'mountains three', 'three days', 'days diagnosis', 'diagnosis i', 'i stressed', 'stressed fine', 'fine don', 'don ’', '’ cancel', 'cancel shower', 'shower worst', 'worst case', 'case scenario', 'scenario bring', 'bring safe', 'safe foods', 'foods or', 'or plan', 'plan elevated', 'elevated numbers', 'numbers day', 'day it', 'it ’', '’ going', 'going ok', 'ok ❤️', '❤️ end']","['start i got', 'i got plane', 'got plane took', 'plane took prescheduled', 'took prescheduled trip', 'prescheduled trip mountains', 'trip mountains three', 'mountains three days', 'three days diagnosis', 'days diagnosis i', 'diagnosis i stressed', 'i stressed fine', 'stressed fine don', 'fine don ’', 'don ’ cancel', '’ cancel shower', 'cancel shower worst', 'shower worst case', 'worst case scenario', 'case scenario bring', 'scenario bring safe', 'bring safe foods', 'safe foods or', 'foods or plan', 'or plan elevated', 'plan elevated numbers', 'elevated numbers day', 'numbers day it', 'day it ’', 'it ’ going', '’ going ok', 'going ok ❤️', 'ok ❤️ end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_43,Don’t cancel It! Be prepared with knowledge on GD and you will have an amazing day.,12,0,0,"['start', 'don', '’', 'cancel', 'it', 'be', 'prepared', 'knowledge', 'gd', 'amazing', 'day', 'end']","['start don', 'don ’', '’ cancel', 'cancel it', 'it be', 'be prepared', 'prepared knowledge', 'knowledge gd', 'gd amazing', 'amazing day', 'day end']","['start don ’', 'don ’ cancel', '’ cancel it', 'cancel it be', 'it be prepared', 'be prepared knowledge', 'prepared knowledge gd', 'knowledge gd amazing', 'gd amazing day', 'amazing day end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_44,I definitely wouldn’t cancel. Sure he’ll be a bit more of a hassle but you can totally pack your snacks and still have a good time!,16,0,0,"['start', 'i', 'definitely', '’', 'cancel', 'sure', '’', 'bit', 'hassle', 'totally', 'pack', 'snacks', 'still', 'good', 'time', 'end']","['start i', 'i definitely', 'definitely ’', '’ cancel', 'cancel sure', 'sure ’', '’ bit', 'bit hassle', 'hassle totally', 'totally pack', 'pack snacks', 'snacks still', 'still good', 'good time', 'time end']","['start i definitely', 'i definitely ’', 'definitely ’ cancel', '’ cancel sure', 'cancel sure ’', 'sure ’ bit', '’ bit hassle', 'bit hassle totally', 'hassle totally pack', 'totally pack snacks', 'pack snacks still', 'snacks still good', 'still good time', 'good time end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_45,"I wouldn't cancel the shower - if anything, maybe seeing so many familiar faces will help cheer you up! Can you tell them about your GDM and have a special meal prepared? They're planning that day to celebrate you and baby, I know it's a lot to take in at the moment but in the long run, you and baby deserve to be celebrated.",35,0,0,"['start', 'i', 'wouldnt', 'cancel', 'shower', 'anything', 'maybe', 'seeing', 'many', 'familiar', 'faces', 'help', 'cheer', 'can', 'tell', 'gdm', 'special', 'meal', 'prepared', 'theyre', 'planning', 'day', 'celebrate', 'baby', 'i', 'know', 'lot', 'take', 'moment', 'long', 'run', 'baby', 'deserve', 'celebrated', 'end']","['start i', 'i wouldnt', 'wouldnt cancel', 'cancel shower', 'shower anything', 'anything maybe', 'maybe seeing', 'seeing many', 'many familiar', 'familiar faces', 'faces help', 'help cheer', 'cheer can', 'can tell', 'tell gdm', 'gdm special', 'special meal', 'meal prepared', 'prepared theyre', 'theyre planning', 'planning day', 'day celebrate', 'celebrate baby', 'baby i', 'i know', 'know lot', 'lot take', 'take moment', 'moment long', 'long run', 'run baby', 'baby deserve', 'deserve celebrated', 'celebrated end']","['start i wouldnt', 'i wouldnt cancel', 'wouldnt cancel shower', 'cancel shower anything', 'shower anything maybe', 'anything maybe seeing', 'maybe seeing many', 'seeing many familiar', 'many familiar faces', 'familiar faces help', 'faces help cheer', 'help cheer can', 'cheer can tell', 'can tell gdm', 'tell gdm special', 'gdm special meal', 'special meal prepared', 'meal prepared theyre', 'prepared theyre planning', 'theyre planning day', 'planning day celebrate', 'day celebrate baby', 'celebrate baby i', 'baby i know', 'i know lot', 'know lot take', 'lot take moment', 'take moment long', 'moment long run', 'long run baby', 'run baby deserve', 'baby deserve celebrated', 'deserve celebrated end']",gdm,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_46,"Have a protein packed lunch / breakfast beforehand and enjoy your baby shower , have a slice of cake and let loose lol . One meal is not the end all be all and pregnancy is already hard as is, you both deserve to be celebrated!",24,0,0,"['start', 'have', 'protein', 'packed', 'lunch', 'breakfast', 'beforehand', 'enjoy', 'baby', 'shower', 'slice', 'cake', 'let', 'loose', 'lol', 'one', 'meal', 'end', 'pregnancy', 'already', 'hard', 'deserve', 'celebrated', 'end']","['start have', 'have protein', 'protein packed', 'packed lunch', 'lunch breakfast', 'breakfast beforehand', 'beforehand enjoy', 'enjoy baby', 'baby shower', 'shower slice', 'slice cake', 'cake let', 'let loose', 'loose lol', 'lol one', 'one meal', 'meal end', 'end pregnancy', 'pregnancy already', 'already hard', 'hard deserve', 'deserve celebrated', 'celebrated end']","['start have protein', 'have protein packed', 'protein packed lunch', 'packed lunch breakfast', 'lunch breakfast beforehand', 'breakfast beforehand enjoy', 'beforehand enjoy baby', 'enjoy baby shower', 'baby shower slice', 'shower slice cake', 'slice cake let', 'cake let loose', 'let loose lol', 'loose lol one', 'lol one meal', 'one meal end', 'meal end pregnancy', 'end pregnancy already', 'pregnancy already hard', 'already hard deserve', 'hard deserve celebrated', 'deserve celebrated end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_47,Try to pair any sweets or carbs with protein and fiber.,8,0,0,"['start', 'try', 'pair', 'sweets', 'carbs', 'protein', 'fiber', 'end']","['start try', 'try pair', 'pair sweets', 'sweets carbs', 'carbs protein', 'protein fiber', 'fiber end']","['start try pair', 'try pair sweets', 'pair sweets carbs', 'sweets carbs protein', 'carbs protein fiber', 'protein fiber end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_48,"I just had my baby shower this past weekend and have GD. It was a 14 hour drive, but I packed healthy snacks (nuts, cottage cheese, Greek yogurt, protein shakes, etc) and took a break every 2.5-3 hours to stretch and use the bathroom.",32,0,0,"['start', 'i', 'baby', 'shower', 'past', 'weekend', 'gd', 'it', '14', 'hour', 'drive', 'i', 'packed', 'healthy', 'snacks', 'nuts', 'cottage', 'cheese', 'greek', 'yogurt', 'protein', 'shakes', 'etc', 'took', 'break', 'every', '253', 'hours', 'stretch', 'use', 'bathroom', 'end']","['start i', 'i baby', 'baby shower', 'shower past', 'past weekend', 'weekend gd', 'gd it', 'it 14', '14 hour', 'hour drive', 'drive i', 'i packed', 'packed healthy', 'healthy snacks', 'snacks nuts', 'nuts cottage', 'cottage cheese', 'cheese greek', 'greek yogurt', 'yogurt protein', 'protein shakes', 'shakes etc', 'etc took', 'took break', 'break every', 'every 253', '253 hours', 'hours stretch', 'stretch use', 'use bathroom', 'bathroom end']","['start i baby', 'i baby shower', 'baby shower past', 'shower past weekend', 'past weekend gd', 'weekend gd it', 'gd it 14', 'it 14 hour', '14 hour drive', 'hour drive i', 'drive i packed', 'i packed healthy', 'packed healthy snacks', 'healthy snacks nuts', 'snacks nuts cottage', 'nuts cottage cheese', 'cottage cheese greek', 'cheese greek yogurt', 'greek yogurt protein', 'yogurt protein shakes', 'protein shakes etc', 'shakes etc took', 'etc took break', 'took break every', 'break every 253', 'every 253 hours', '253 hours stretch', 'hours stretch use', 'stretch use bathroom', 'use bathroom end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_49,"Also, my diabetic educator said it’s all about balance. A few elevated numbers are not going to hurt you or your baby. They will make sure >50% of the numbers are in the target range but know that we’re human and finding what spikes us is also learning curve. I had Christmas dinner, my husband’s birthday, and NYE all while having GD. You can do it!",39,0,0,"['start', 'also', 'diabetic', 'educator', 'said', '’', 'balance', 'a', 'elevated', 'numbers', 'going', 'hurt', 'baby', 'they', 'make', 'sure', '50', 'numbers', 'target', 'range', 'know', '’', 'human', 'finding', 'spikes', 'us', 'also', 'learning', 'curve', 'i', 'christmas', 'dinner', 'husband', '’', 'birthday', 'nye', 'gd', 'you', 'end']","['start also', 'also diabetic', 'diabetic educator', 'educator said', 'said ’', '’ balance', 'balance a', 'a elevated', 'elevated numbers', 'numbers going', 'going hurt', 'hurt baby', 'baby they', 'they make', 'make sure', 'sure 50', '50 numbers', 'numbers target', 'target range', 'range know', 'know ’', '’ human', 'human finding', 'finding spikes', 'spikes us', 'us also', 'also learning', 'learning curve', 'curve i', 'i christmas', 'christmas dinner', 'dinner husband', 'husband ’', '’ birthday', 'birthday nye', 'nye gd', 'gd you', 'you end']","['start also diabetic', 'also diabetic educator', 'diabetic educator said', 'educator said ’', 'said ’ balance', '’ balance a', 'balance a elevated', 'a elevated numbers', 'elevated numbers going', 'numbers going hurt', 'going hurt baby', 'hurt baby they', 'baby they make', 'they make sure', 'make sure 50', 'sure 50 numbers', '50 numbers target', 'numbers target range', 'target range know', 'range know ’', 'know ’ human', '’ human finding', 'human finding spikes', 'finding spikes us', 'spikes us also', 'us also learning', 'also learning curve', 'learning curve i', 'curve i christmas', 'i christmas dinner', 'christmas dinner husband', 'dinner husband ’', 'husband ’ birthday', '’ birthday nye', 'birthday nye gd', 'nye gd you', 'gd you end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
